symbol,organ_name,icb_name2,icb_name3,icb_name4
TV6,Công ty Cổ phần Tập đoàn EMA LAND,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng
TVA,Công ty cổ phần Sứ Viglacera Thanh Trì,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
TVD,Công ty Cổ phần Than Vàng Danh - Vinacomin,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than
TVG,Công ty Cổ phần Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
TYA,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử
UCT,Công ty Cổ phần Đô thị Cần Thơ,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Chất thải & Môi trường
UDJ,Công ty Cổ phần Phát triển Đô thị,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
UEM,Công ty Cổ phần Cơ điện Uông Bí - Vinacomin,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp
FCC,Công ty Cổ phần Liên hợp Thực phẩm,Bất động sản,Bất động sản,Bất động sản
UIC,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
UNI,Công ty Cổ phần Đầu tư và Phát triển Sao Mai Việt,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Dịch vụ Máy tính
UPC,Công ty Cổ phần Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Tiện ích khác
UPH,Công ty Cổ phần Dược phẩm TW25,Y tế,Dược phẩm,Dược phẩm
USC,Công ty Cổ phần Khảo sát và Xây dựng - USCO,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
USD,Công ty Cổ phần Công trình Đô thị Sóc Trăng,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Chất thải & Môi trường
V11,Công ty Cổ phần Xây dựng số 11,Bất động sản,Bất động sản,Bất động sản
V15,Công ty Cổ phần Xây dựng số 15,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
X20,Công ty Cổ phần X20,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
VAB,Ngân hàng Thương mại Cổ phần Việt Á,Ngân hàng,Ngân hàng,Ngân hàng
VAF,Công ty Cổ phần Phân lân nung chảy Văn Điển,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
PAT,Công ty Cổ phần Phốt pho Apatit Việt Nam,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
VC7,Công ty Cổ phần Tập đoàn BGI,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
VCF,Công ty Cổ phần VinaCafé Biên Hòa,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát
VAV,Công ty Cổ phần VIWACO,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
VBC,"Công ty Cổ phần Nhựa, Bao bì Vinh",Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói
VBH,Công ty Cổ phần Điện tử Bình Hòa,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử
VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
VIH,Công ty Cổ phần Viglacera Hà Nội,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
VC1,Công ty Cổ phần Xây dựng số 1,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
VCX,Công ty Cổ phần Xi măng Yên Bình,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
VC2,Công ty Cổ phần Đầu tư và Xây dựng VINA2,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
VE2,Công ty Cổ phần Xây dựng Điện VNECO 2,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
VDB,Công ty Cổ phần Vận tải và Chế biến Than Đông Bắc,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than
VC3,Công ty Cổ phần Tập đoàn Nam Mê Kông,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản"
VCM,Công ty Cổ phần BV Life,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Đào tạo & Việc làm
VE3,Công ty Cổ phần Xây dựng điện VNECO 3,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
VEF,Công ty Cổ phần Trung tâm Hội chợ Triển lãm Việt Nam,Truyền thông,Truyền thông,Dịch vụ truyền thông
VDL,Công ty Cổ phần Thực phẩm Lâm Đồng,Thực phẩm và đồ uống,Bia và đồ uống,Vang & Rượu mạnh
VCR,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,Bất động sản,Bất động sản,Bất động sản
VCS,Công ty Cổ phần VICOSTONE,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
VEC,Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam,Công nghệ Thông tin,Thiết bị và Phần cứng,Phần cứng
VDN,Công ty Cổ phần Vinatex Đà Nẵng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
VDS,Công ty Cổ phần Chứng khoán Rồng Việt,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán
VC5,Công ty Cổ phần Xây dựng Số 5,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
VE8,Công ty Cổ phần Xây dựng Điện Vneco 8,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
VC6,Công ty cổ phần Xây dựng và Đầu tư Visicons,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
VC9,Công ty Cổ phần Xây dựng số 9 - VC9,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
VCA,Công ty Cổ phần Thép VICASA - VNSTEEL,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
VEA,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp
VCB,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng
VE4,Công ty Cổ phần Xây dựng điện VNECO4,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
VCC,Công ty Cổ phần Vinaconex 25,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
VES,Công ty Cổ phần Đầu tư và Xây dựng Điện MÊ CA VNECO,Bất động sản,Bất động sản,Bất động sản
VHF,Công ty Cổ phần Xây dựng và Chế biến lương thực Vĩnh Hà,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
VCI,Công ty Cổ phần Chứng khoán Vietcap,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán
VHH,Công ty Cổ phần Đầu tư Kinh doanh nhà Thành Đạt,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
CCV,Công ty Cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
VE9,Công ty Cổ phần Đầu tư và Xây dựng VNECO 9,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
NDT,Tổng Công ty Cổ phần Dệt may Nam Định,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
CLM,Công ty Cổ phần Xuất nhập khẩu Than - Vinacomin,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than
VFS,Công ty Cổ phần Chứng khoán Nhất Việt,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán
VFR,Công ty Cổ phần Vận tải và Thuê tàu,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy
VHL,Công ty Cổ phần Viglacera Hạ Long,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
VE1,Công ty Cổ phần Xây dựng điện VNECO 1,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
VID,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy
MBG,Công ty Cổ phần Tập đoàn MBG,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
VFC,Công ty Cổ phần VINAFCO,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy
VGS,Công ty Cổ phần Ống thép Việt - Đức VG PIPE,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
VHG,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Công nghiệp phức hợp
MVB,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - Công ty Cổ phần,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng
VGC,Tổng Công ty Viglacera - Công ty Cổ phần,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
TVT,Tổng Công ty Việt Thắng - CTCP,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
SB1,Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,Thực phẩm và đồ uống,Bia và đồ uống,Sản xuất bia
PVO,Công ty Cổ phần Dầu nhờn PV Oil,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
VIB,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng
VJC,Công ty Cổ phần Hàng không Vietjet,Du lịch và Giải trí,Du lịch & Giải trí,Hàng không
DVM,Công ty Cổ phần Dược liệu Việt Nam,Y tế,Dược phẩm,Dược phẩm
VDP,Công ty Cổ phần Dược phẩm Trung ương VIDIPHA,Y tế,Dược phẩm,Dược phẩm
VIE,Công ty Cổ phần Công nghệ Viễn thông VI TE CO,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông
VTD,Công ty Cổ phần Vietourist Holdings,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch
VIG,Công ty Cổ phần Chứng khoán Đầu tư Tài chính Việt Nam,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán
VLC,Tổng Công ty Chăn nuôi Việt Nam - Công ty Cổ phần,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
TVM,Công ty Cổ phần Tư vấn đầu tư Mỏ và công nghiệp - Vinacomin,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD
TMG,Công ty Cổ phần Kim loại màu Thái Nguyên - Vimico,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
VIN,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng"
DTK,Tổng Công ty Điện lực TKV - Công ty Cổ phần,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
VIF,Tổng Công ty Lâm nghiệp Việt Nam - Công ty Cổ phần,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ
VHE,Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam,Y tế,Dược phẩm,Dược phẩm
VVN,Tổng Công ty Cổ phần Xây dựng Công nghiệp Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
VGT,Tập đoàn Dệt May Việt Nam,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
VMT,Công ty Cổ phần Giao nhận Vận tải Miền Trung,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải
VGL,Công ty Cổ phần Mạ kẽm công nghiệp Vingal-Vnsteel,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
GVT,Công ty Cổ phần Giấy Việt Trì,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy
VPS,Công ty Cổ phần Thuốc sát trùng Việt Nam,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
VLP,Công ty Cổ phần Công trình Công cộng Vĩnh Long,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Chất thải & Môi trường
VIR,Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn
VSN,Công ty Cổ phần Việt Nam Kỹ Nghệ Súc Sản,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
VIT,Công ty Cổ phần Viglacera Tiên Sơn,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
VIW,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - Công ty Cổ phần,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
VIX,Công ty Cổ phần Chứng khoán VIX,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán
VKC,Công ty Cổ phần VKC Holdings,Ô tô và phụ tùng,Ô tô và phụ tùng,Lốp xe
VLF,Công ty Cổ phần Lương thực Thực phẩm Vĩnh Long,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
VMC,Công ty Cổ phần VIMECO,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
VMS,Công ty Cổ phần Phát triển Hàng Hải,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng"
ABC,Công ty Cổ phần Truyền thông VMG,Viễn thông,Viễn thông di động,Viễn thông di động
VMA,Công ty Cổ phần Công nghiệp Ô tô - Vinacomin,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô
MTS,Công ty Cổ phần Vật tư - TKV,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Nhà cung cấp thiết bị
VNA,Công ty Cổ phần Vận tải biển Vinaship,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy
HVN,Tổng Công ty Hàng không Việt Nam - CTCP,Du lịch và Giải trí,Du lịch & Giải trí,Hàng không
VNC,Công ty Cổ phần Tập đoàn Vinacontrol,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD
VGV,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,Bất động sản,Bất động sản,Bất động sản
CGV,Công ty Cổ phần Vinaceglass,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
TMB,Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than
VND,Công ty Cổ phần Chứng khoán VNDIRECT,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán
VNE,Tổng Công ty Cổ phần Xây dựng điện Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
BMV,Công ty Cổ phần Bột mỳ Vinafood 1,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
VSF,Tổng Công ty Lương thực Miền Nam - Công ty Cổ phần,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
VNZ,Công ty Cổ phần VNG,Truyền thông,Truyền thông,Giải trí & Truyền thông
VNH,Công ty Cổ phần Đầu tư Việt Việt Nhật,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
VNI,Công ty Cổ phần Đầu tư Bất động sản Việt Nam,Bất động sản,Bất động sản,Bất động sản
VNL,Công ty Cổ phần Logistics Vinalink,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải
VNM,Công ty Cổ phần Sữa Việt Nam,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
VPD,Công ty Cổ phần Phát triển Điện lực Việt Nam,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
VNR,Tổng Công ty Cổ phần Tái bảo hiểm Quốc gia Việt Nam,Bảo hiểm,Bảo hiểm phi nhân thọ,Tái bảo hiểm
GVR,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần,Hóa chất,Hóa chất,"Nhựa, cao su & sợi"
VNS,Công ty Cổ phần Ánh Dương Việt Nam,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch
TVN,Tổng Công ty Thép Việt Nam - Công ty Cổ phần,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
NVP,Công ty Cổ phần Nước sạch Vĩnh Phúc,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
VXT,Công ty Cổ phần Kho vận và dịch vụ thương mại,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Nhà cung cấp thiết bị
VNY,Công ty Cổ phần Thuốc thú y Trung ương I,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
VNX,Công ty Cổ phần Quảng cáo và Hội chợ Thương mại Vinexad,Truyền thông,Truyền thông,Dịch vụ truyền thông
VOC,Tổng Công ty Công nghiệp Dầu thực vật Việt Nam - Công ty Cổ phần,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
VOS,Công ty Cổ phần Vận tải Biển Việt Nam,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy
VPB,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,Ngân hàng,Ngân hàng,Ngân hàng
VPC,Công ty Cổ phần Đầu tư và Phát triển Năng lượng Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
VPG,Công ty Cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng
VPH,Công ty Cổ phần Vạn Phát Hưng,Bất động sản,Bất động sản,Bất động sản
VPR,Công ty Cổ phần VINAPRINT,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa"
VPA,Công ty Cổ phần Vận tải Hóa dầu VP,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy
VPI,Công ty Cổ phần Đầu tư Văn Phú - Invest,Bất động sản,Bất động sản,Bất động sản
VPW,Công ty Cổ phần Cấp thoát nước số 1 Vĩnh Phúc,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
